road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
rural,1,0.42,35,daylight,clear,True,False,evening,False,False,2,0.12
urban,2,0.62,25,dim,foggy,True,False,morning,True,True,2,0.24
highway,2,0.67,25,daylight,rainy,True,False,morning,True,True,3,0.37
urban,4,0.96,25,night,foggy,False,False,morning,True,True,1,0.58
highway,2,0.15,25,daylight,clear,True,True,morning,True,False,2,0.08
urban,1,0.99,45,dim,rainy,False,False,evening,True,True,1,0.4
rural,1,0.65,35,night,foggy,False,False,afternoon,True,True,5,0.64
highway,2,0.45,35,dim,clear,False,False,afternoon,False,True,2,0.1
rural,4,0.89,45,night,rainy,True,True,evening,False,True,2,0.56
rural,1,0.69,25,daylight,foggy,False,False,afternoon,False,True,2,0.33
highway,1,0.35,70,dim,clear,True,True,morning,False,False,2,0.36
highway,3,0.88,70,night,clear,True,False,afternoon,True,True,0,0.61
rural,4,0.67,45,night,foggy,False,True,evening,False,True,2,0.39
rural,3,0.7,70,night,rainy,False,False,afternoon,False,False,3,0.79
rural,2,0.9,60,night,foggy,False,False,evening,True,False,2,0.73
rural,2,0.45,35,daylight,clear,False,False,afternoon,True,False,1,0.17
highway,3,0.66,70,daylight,clear,False,False,morning,True,True,1,0.35
highway,4,0.74,60,night,rainy,False,False,morning,True,False,1,0.8
rural,1,0.45,35,daylight,foggy,True,False,morning,True,True,1,0.25
urban,2,0.08,60,daylight,rainy,True,True,afternoon,True,False,0,0.32
urban,4,0.77,35,night,rainy,False,False,afternoon,True,True,2,0.5
highway,4,0.05,35,daylight,clear,True,False,afternoon,True,False,3,0.04
rural,2,0.72,70,dim,foggy,True,True,morning,False,True,1,0.49
rural,2,0.91,45,dim,foggy,True,True,afternoon,False,False,2,0.38
highway,4,0.35,70,daylight,clear,True,False,afternoon,False,False,1,0.32
urban,1,0.1,25,night,clear,True,True,evening,False,True,0,0.19
urban,3,0.23,60,dim,foggy,False,True,morning,False,True,6,0.55
urban,2,0.56,25,daylight,rainy,False,True,afternoon,False,True,0,0.34
highway,3,0.94,35,daylight,rainy,True,True,evening,True,False,3,0.54
urban,4,0.51,70,night,foggy,True,True,evening,True,True,1,0.67
highway,3,0.11,25,night,rainy,False,True,evening,False,False,0,0.28
highway,1,0.63,25,daylight,rainy,False,True,morning,False,True,1,0.26
rural,4,0.73,25,night,clear,True,False,evening,False,True,1,0.43
urban,1,0.39,35,dim,rainy,False,False,morning,False,False,2,0.26
highway,4,0.72,35,dim,clear,False,False,evening,True,True,3,0.29
urban,1,0.32,35,daylight,rainy,True,True,afternoon,True,False,1,0.22
urban,4,0.79,25,daylight,foggy,True,False,morning,False,True,2,0.29
rural,1,0.34,60,night,clear,False,False,morning,False,True,0,0.5
urban,4,0.26,70,dim,foggy,True,False,afternoon,False,True,1,0.37
rural,1,0.88,70,night,clear,True,False,evening,False,False,2,0.62
highway,4,0.55,35,daylight,rainy,True,True,morning,False,True,2,0.3
urban,1,0.29,25,daylight,foggy,True,True,morning,False,True,0,0.19
highway,2,0.94,60,daylight,clear,False,True,morning,True,False,0,0.48
urban,3,0.69,45,daylight,foggy,True,True,morning,False,True,3,0.38
highway,4,0.22,35,daylight,foggy,False,True,morning,False,True,1,0.12
urban,1,0.61,45,daylight,rainy,True,True,afternoon,True,False,1,0.34
urban,2,0.87,70,night,clear,True,False,morning,True,False,0,0.59
urban,4,0.7,70,night,rainy,True,False,morning,True,True,0,0.74
urban,4,0.24,60,night,foggy,True,True,afternoon,True,False,2,0.49
urban,4,0.65,60,dim,clear,True,False,evening,True,False,1,0.43
urban,3,0.62,45,night,foggy,True,False,morning,True,False,0,0.51
urban,1,0.82,70,daylight,foggy,True,True,afternoon,False,True,2,0.52
urban,1,0.18,60,night,clear,True,False,afternoon,False,True,0,0.5
urban,4,0.7,60,night,foggy,False,True,evening,True,False,2,0.73
highway,4,0.03,70,dim,clear,False,False,morning,False,True,1,0.19
rural,4,0.7,70,daylight,clear,False,True,morning,False,False,1,0.45
urban,2,0.96,25,dim,clear,False,True,evening,True,False,1,0.28
rural,4,0.17,60,dim,foggy,False,True,afternoon,True,False,1,0.3
urban,3,0.31,45,dim,rainy,True,False,afternoon,False,True,1,0.26
urban,1,0.58,35,night,foggy,True,False,afternoon,False,False,0,0.4
highway,3,0.73,35,daylight,foggy,True,False,evening,True,False,1,0.34
highway,4,0.34,70,daylight,clear,True,False,evening,True,False,0,0.36
rural,2,0.66,45,dim,rainy,False,True,afternoon,False,False,2,0.28
highway,4,0.9,25,daylight,clear,False,True,morning,False,False,1,0.23
highway,4,0.73,60,daylight,foggy,False,False,morning,False,False,3,0.62
rural,4,0.71,25,dim,rainy,False,False,afternoon,True,False,4,0.33
highway,4,0.38,45,night,clear,True,False,morning,False,True,0,0.4
urban,4,0.91,25,dim,foggy,True,True,afternoon,True,True,2,0.35
rural,1,0.28,70,dim,foggy,True,False,afternoon,False,False,0,0.37
rural,3,0.21,35,night,rainy,False,True,morning,False,False,1,0.41
urban,2,0.36,70,night,foggy,False,False,morning,False,False,2,0.66
highway,4,0.65,60,night,foggy,True,False,evening,False,False,2,0.7
rural,2,0.86,70,night,foggy,True,False,morning,False,True,1,0.7
rural,1,0.13,45,dim,foggy,True,False,morning,False,False,1,0.16
urban,3,0.81,45,night,rainy,False,True,morning,True,True,0,0.56
urban,4,0.81,60,daylight,foggy,False,True,morning,False,True,0,0.55
highway,1,0.59,60,dim,foggy,True,True,afternoon,False,False,1,0.51
rural,1,0.76,35,dim,foggy,False,True,morning,True,False,3,0.45
highway,3,0.18,25,night,rainy,True,True,afternoon,True,False,1,0.27
highway,4,0.17,35,night,rainy,True,False,afternoon,True,True,2,0.3
urban,3,0.86,70,daylight,clear,True,False,evening,False,True,2,0.46
rural,3,0.5,25,night,rainy,False,False,afternoon,False,True,2,0.44
rural,2,0.25,60,dim,foggy,False,True,morning,False,True,2,0.37
rural,2,0.69,45,night,rainy,False,True,evening,False,False,0,0.5
urban,3,0.89,70,daylight,rainy,False,False,evening,False,False,2,0.56
urban,2,0.63,35,dim,rainy,False,True,evening,True,False,1,0.25
urban,1,0.35,60,dim,foggy,True,False,afternoon,False,False,1,0.39
urban,3,0.48,25,night,clear,True,False,afternoon,True,True,1,0.36
urban,4,0.75,25,daylight,clear,False,False,afternoon,False,False,0,0.16
rural,4,0.07,45,daylight,clear,False,True,evening,False,True,5,0.08
highway,1,0.22,60,night,clear,True,True,afternoon,True,False,2,0.45
rural,4,0.46,60,dim,rainy,False,True,afternoon,False,False,2,0.44
highway,4,0.6,70,dim,clear,False,True,evening,True,True,0,0.39
urban,3,0.34,70,dim,rainy,False,False,evening,False,True,2,0.5
highway,1,0.3,25,night,rainy,False,False,morning,True,True,2,0.37
rural,3,0.04,35,dim,clear,True,False,evening,False,False,1,0.07
rural,1,0.03,25,dim,foggy,False,True,evening,True,True,0,0.04
highway,3,0.28,70,night,clear,True,True,evening,True,False,4,0.74
urban,3,0.53,70,dim,clear,False,True,morning,False,False,0,0.39
urban,2,0.56,70,night,rainy,False,False,morning,False,False,1,0.58
rural,4,0.49,25,daylight,rainy,True,True,morning,False,False,2,0.22
highway,1,0.41,60,daylight,clear,True,True,evening,False,True,3,0.4
urban,4,0.25,35,night,clear,False,True,morning,False,True,4,0.3
urban,2,0.4,35,night,foggy,True,False,evening,False,True,1,0.44
rural,1,0.14,70,night,foggy,True,False,afternoon,True,False,0,0.54
urban,2,0.12,45,dim,foggy,True,False,morning,True,False,3,0.26
highway,4,0.3,25,dim,rainy,False,False,afternoon,False,True,2,0.19
rural,3,1.0,60,night,foggy,False,True,evening,True,False,1,0.75
rural,2,0.33,70,night,rainy,False,False,afternoon,True,False,2,0.7
highway,2,0.94,45,dim,rainy,False,True,morning,True,True,1,0.33
rural,3,0.39,70,dim,clear,True,False,morning,False,False,2,0.27
urban,4,0.44,45,night,foggy,False,False,evening,True,True,0,0.5
urban,2,0.8,35,dim,clear,False,False,morning,True,False,3,0.32
highway,4,0.09,45,dim,clear,False,True,afternoon,False,True,0,0.0
urban,3,0.18,35,daylight,rainy,True,False,afternoon,False,True,4,0.09
highway,1,0.97,35,night,foggy,True,False,morning,False,True,1,0.61
highway,2,0.51,25,night,clear,False,True,morning,True,False,1,0.29
urban,4,0.04,45,dim,rainy,True,True,evening,False,True,1,0.06
highway,3,0.05,60,daylight,clear,True,False,afternoon,False,False,1,0.23
urban,3,0.91,60,night,foggy,False,True,morning,False,False,3,0.8
rural,2,0.87,45,night,rainy,True,False,afternoon,False,True,2,0.49
rural,1,0.46,25,dim,foggy,True,False,evening,True,True,1,0.33
highway,2,0.16,60,night,clear,False,True,afternoon,True,False,1,0.44
urban,4,0.83,70,dim,rainy,False,False,evening,False,True,2,0.55
urban,3,0.32,60,daylight,clear,True,True,afternoon,True,True,1,0.26
rural,1,0.42,25,daylight,clear,False,False,evening,True,True,3,0.27
rural,4,0.68,35,night,foggy,True,False,morning,False,False,2,0.59
urban,2,0.35,35,dim,rainy,True,False,morning,False,False,1,0.19
highway,3,0.63,35,daylight,clear,False,False,evening,False,True,1,0.2
rural,2,0.89,25,night,foggy,True,True,afternoon,True,False,2,0.55
highway,1,0.8,35,night,foggy,True,True,afternoon,True,True,3,0.58
highway,1,0.38,35,night,rainy,True,False,afternoon,True,True,2,0.4
rural,1,0.29,25,dim,clear,False,True,morning,False,True,2,0.11
highway,1,0.29,70,dim,rainy,True,True,morning,True,True,3,0.52
highway,1,0.35,60,daylight,rainy,True,False,afternoon,True,False,2,0.44
urban,2,0.49,25,dim,clear,True,False,morning,True,True,0,0.09
highway,1,0.42,25,dim,rainy,False,False,morning,False,False,2,0.17
urban,1,0.13,45,night,rainy,False,True,morning,False,True,0,0.35
rural,3,0.16,35,night,rainy,False,False,evening,True,False,1,0.36
rural,1,0.34,70,daylight,foggy,True,False,evening,True,True,1,0.37
urban,3,0.56,45,night,clear,False,False,morning,False,False,4,0.36
rural,3,0.59,70,night,rainy,False,True,morning,True,False,0,0.67
highway,3,0.49,35,night,foggy,True,True,morning,False,True,1,0.49
highway,2,0.74,35,dim,foggy,False,True,afternoon,True,True,1,0.35
highway,2,0.74,35,night,rainy,True,False,evening,True,False,0,0.58
rural,4,0.43,60,daylight,clear,True,True,afternoon,True,True,0,0.37
highway,4,0.12,70,daylight,foggy,True,True,morning,True,False,0,0.29
rural,3,0.53,70,night,rainy,True,False,morning,True,True,2,0.69
highway,2,0.38,45,night,clear,True,False,afternoon,False,True,1,0.34
urban,1,0.14,25,daylight,clear,False,True,morning,True,True,0,0.1
rural,4,0.98,35,dim,rainy,True,True,evening,False,True,1,0.47
rural,2,0.37,35,night,foggy,True,True,evening,False,True,1,0.36
highway,1,0.63,45,daylight,clear,True,True,morning,False,True,3,0.25
rural,1,0.49,70,dim,clear,True,False,evening,True,False,2,0.33
rural,2,0.14,60,daylight,clear,True,False,morning,True,False,1,0.27
urban,4,0.06,70,dim,clear,True,True,morning,False,False,2,0.15
urban,2,0.63,60,daylight,foggy,True,False,morning,False,False,4,0.53
highway,4,0.25,60,daylight,foggy,False,False,evening,False,False,1,0.55
urban,3,0.24,70,dim,rainy,False,True,afternoon,False,True,1,0.35
highway,2,0.96,35,night,rainy,False,True,evening,False,True,0,0.58
highway,2,0.46,60,daylight,foggy,True,True,evening,False,False,3,0.59
highway,4,0.03,45,night,rainy,False,False,afternoon,False,True,1,0.25
rural,4,0.34,45,daylight,clear,False,True,evening,False,False,3,0.13
urban,2,0.58,60,dim,foggy,True,True,morning,False,True,0,0.51
highway,1,0.33,35,night,clear,False,False,evening,False,False,3,0.44
urban,1,0.03,60,dim,foggy,True,True,morning,True,False,1,0.27
highway,1,0.44,45,dim,foggy,True,False,morning,False,False,0,0.24
urban,3,0.11,45,night,rainy,True,True,evening,True,True,1,0.41
urban,3,0.62,70,night,foggy,True,False,afternoon,False,True,1,0.68
highway,4,0.62,35,night,rainy,False,False,evening,False,False,3,0.56
rural,3,0.04,70,dim,foggy,True,True,evening,True,False,1,0.23
urban,1,0.29,25,dim,clear,False,True,evening,True,True,4,0.28
rural,2,0.41,60,dim,clear,False,True,morning,False,True,1,0.27
rural,3,0.55,70,night,clear,True,True,morning,False,False,1,0.6
highway,3,0.3,35,daylight,clear,False,True,afternoon,False,True,0,0.05
highway,1,0.29,60,night,clear,True,False,afternoon,False,True,1,0.45
highway,3,0.98,60,daylight,clear,True,True,evening,True,False,1,0.54
urban,4,0.04,60,dim,foggy,True,True,afternoon,True,True,2,0.31
highway,2,0.99,60,daylight,rainy,False,True,evening,False,False,2,0.56
highway,1,0.05,60,night,foggy,True,False,morning,False,False,0,0.5
urban,4,0.29,35,night,clear,False,True,evening,False,True,1,0.36
urban,1,0.49,25,night,clear,False,False,evening,False,False,5,0.45
highway,4,0.14,45,daylight,foggy,True,False,evening,True,True,4,0.28
highway,2,0.13,25,night,rainy,True,True,evening,False,True,1,0.34
highway,2,0.26,45,daylight,rainy,False,True,afternoon,False,True,0,0.14
highway,4,0.97,70,dim,rainy,False,False,evening,True,True,2,0.65
rural,4,0.38,60,daylight,rainy,True,False,morning,False,True,0,0.46
rural,4,0.57,70,dim,clear,True,False,evening,False,False,1,0.47
highway,4,0.7,70,daylight,clear,True,False,morning,False,True,4,0.5
rural,4,0.74,45,dim,rainy,True,False,afternoon,True,False,2,0.36
urban,4,0.69,35,night,foggy,True,True,evening,True,False,1,0.52
rural,2,0.34,60,daylight,foggy,False,False,morning,False,False,3,0.5
rural,4,0.11,70,dim,clear,False,False,evening,True,False,1,0.3
highway,3,0.28,25,night,foggy,False,False,evening,False,True,1,0.42
rural,2,0.21,60,night,clear,True,False,afternoon,True,False,1,0.47
rural,1,0.14,35,dim,clear,True,False,morning,False,True,0,0.06
rural,2,0.02,60,dim,rainy,True,True,morning,False,False,1,0.24
rural,1,0.94,70,daylight,rainy,True,True,morning,False,False,2,0.6
urban,1,0.92,25,dim,rainy,False,False,evening,False,True,3,0.51
highway,3,0.05,70,dim,rainy,False,True,afternoon,False,True,3,0.4
highway,4,0.17,35,night,rainy,False,False,evening,False,True,2,0.41
urban,4,0.14,45,dim,rainy,False,True,afternoon,True,False,2,0.14
rural,2,0.28,25,dim,foggy,True,True,afternoon,True,True,1,0.18
urban,4,0.2,35,dim,rainy,False,True,morning,False,True,0,0.14
rural,3,0.95,35,night,rainy,True,True,afternoon,True,True,2,0.53
urban,2,0.08,70,night,clear,False,False,morning,True,False,2,0.38
highway,2,0.21,70,night,clear,False,True,evening,False,False,4,0.57
highway,2,0.08,70,night,rainy,True,False,evening,True,False,0,0.53
highway,4,0.98,45,daylight,clear,True,True,afternoon,True,True,0,0.29
rural,4,0.92,60,night,foggy,True,True,morning,False,False,1,0.82
rural,4,0.72,60,night,foggy,True,True,morning,True,False,4,0.81
urban,2,0.43,70,daylight,foggy,False,False,evening,True,True,2,0.44
urban,2,0.19,70,daylight,foggy,True,True,afternoon,True,True,1,0.4
highway,1,0.22,45,daylight,rainy,False,True,morning,True,True,1,0.18
rural,1,0.44,60,dim,foggy,False,True,morning,True,True,1,0.38
urban,4,0.77,45,night,foggy,False,False,afternoon,False,False,5,0.72
rural,2,0.26,35,dim,foggy,False,True,evening,True,True,1,0.13
rural,4,0.31,60,daylight,foggy,True,True,morning,False,True,2,0.37
highway,4,0.6,70,daylight,clear,True,False,morning,False,True,1,0.45
highway,1,0.24,25,daylight,foggy,False,True,afternoon,False,False,2,0.17
rural,3,0.58,35,daylight,foggy,False,True,afternoon,True,False,1,0.22
rural,4,0.39,25,dim,clear,True,False,morning,False,True,3,0.21
rural,3,0.03,45,daylight,clear,True,True,morning,True,True,0,0.03
rural,3,0.4,45,night,rainy,False,False,afternoon,False,False,1,0.38
highway,2,0.92,45,night,clear,False,False,afternoon,True,True,1,0.53
urban,2,0.29,70,night,clear,False,False,morning,True,True,4,0.73
highway,4,0.32,45,dim,clear,True,True,afternoon,False,True,1,0.11
urban,1,0.07,25,daylight,foggy,True,False,morning,True,True,1,0.19
rural,1,0.62,35,dim,rainy,False,False,afternoon,False,True,4,0.43
urban,4,0.85,70,night,rainy,False,True,morning,False,False,0,0.66
highway,4,0.35,35,daylight,foggy,False,True,morning,False,False,2,0.15
highway,1,0.24,45,dim,rainy,False,True,afternoon,False,False,1,0.2
rural,3,0.96,60,daylight,foggy,False,False,evening,False,False,2,0.57
highway,4,0.75,70,daylight,clear,False,False,morning,False,True,7,0.47
rural,3,0.57,45,dim,foggy,True,False,evening,False,False,0,0.31
highway,4,0.31,70,night,foggy,True,True,evening,True,False,1,0.65
highway,4,0.22,60,dim,clear,True,False,afternoon,False,False,0,0.26
rural,3,0.72,25,dim,clear,True,False,morning,False,True,2,0.16
urban,3,0.52,25,night,rainy,True,True,evening,False,False,2,0.42
highway,1,0.52,25,dim,foggy,False,False,morning,False,True,2,0.2
urban,4,0.07,60,daylight,clear,True,True,morning,False,True,1,0.21
highway,2,0.51,35,night,rainy,False,True,evening,True,False,0,0.47
highway,2,0.82,60,dim,foggy,True,False,evening,False,False,2,0.56
highway,4,0.95,60,daylight,clear,False,False,morning,True,True,1,0.37
highway,4,0.11,45,night,clear,False,False,evening,False,False,0,0.12
urban,4,0.63,25,dim,foggy,False,False,evening,False,False,2,0.26
urban,3,0.57,70,night,clear,False,True,morning,True,True,2,0.67
highway,2,0.89,35,daylight,foggy,True,True,evening,True,False,1,0.35
highway,2,0.75,70,daylight,foggy,True,False,evening,False,False,3,0.69
urban,2,0.97,45,night,foggy,True,True,morning,False,True,1,0.68
rural,4,0.96,45,daylight,clear,False,True,evening,True,False,0,0.26
rural,3,0.23,35,daylight,clear,False,False,afternoon,False,False,1,0.0
urban,4,0.73,70,night,foggy,True,True,morning,True,False,0,0.76
highway,1,0.53,35,night,rainy,False,False,afternoon,False,False,0,0.48
highway,1,0.21,35,dim,foggy,True,False,morning,True,True,2,0.17
rural,2,0.19,25,dim,foggy,False,True,afternoon,False,True,1,0.15
rural,4,0.08,70,night,foggy,False,False,afternoon,False,False,1,0.56
urban,1,0.8,25,daylight,rainy,False,True,evening,True,False,2,0.38
rural,1,0.32,25,daylight,clear,False,True,morning,True,True,2,0.22
urban,4,0.86,25,night,clear,True,True,morning,False,False,1,0.39
rural,3,0.61,60,night,foggy,False,True,evening,True,False,3,0.86
rural,4,0.67,45,night,foggy,True,False,evening,False,False,1,0.35
rural,4,0.29,45,daylight,clear,False,False,afternoon,True,False,0,0.08
highway,3,0.46,60,dim,foggy,True,True,morning,True,False,1,0.56
highway,2,0.41,35,dim,clear,True,True,evening,False,False,2,0.22
highway,2,0.24,70,daylight,rainy,True,False,evening,True,True,3,0.51
rural,2,0.83,70,dim,foggy,False,False,afternoon,False,False,2,0.6
urban,3,0.62,70,night,clear,True,True,afternoon,False,True,2,0.54
urban,1,0.04,25,night,clear,True,False,evening,True,False,4,0.3
urban,3,0.82,70,daylight,rainy,False,True,afternoon,False,True,2,0.59
urban,4,0.11,70,daylight,foggy,True,False,morning,True,False,0,0.33
highway,3,0.4,70,night,rainy,False,True,afternoon,False,True,3,0.76
highway,1,0.57,45,night,clear,True,False,morning,True,False,0,0.39
rural,1,0.01,60,daylight,clear,True,False,evening,True,False,2,0.29
rural,4,0.65,35,daylight,rainy,True,False,evening,True,False,3,0.44
urban,2,0.66,60,night,rainy,False,True,afternoon,False,False,1,0.75
highway,1,0.65,70,night,rainy,True,True,evening,True,False,1,0.69
urban,1,0.16,35,dim,foggy,True,True,afternoon,True,True,2,0.16
rural,1,0.26,35,dim,clear,False,False,afternoon,False,False,1,0.08
rural,4,0.25,60,night,foggy,False,True,afternoon,True,True,1,0.65
urban,1,0.96,60,daylight,foggy,False,False,afternoon,False,False,4,0.66
rural,2,0.07,60,dim,rainy,False,True,morning,True,False,1,0.32
urban,4,0.43,60,dim,foggy,False,True,morning,False,True,3,0.41
highway,2,0.87,25,night,foggy,False,True,evening,True,False,1,0.55
urban,1,0.77,45,daylight,rainy,False,False,afternoon,False,True,2,0.26
highway,1,0.82,45,daylight,rainy,True,True,evening,True,True,0,0.35
highway,2,0.97,70,night,rainy,True,False,afternoon,True,False,2,0.7
rural,4,0.39,25,daylight,clear,True,False,evening,True,True,1,0.16
rural,4,0.31,35,night,clear,False,False,morning,True,True,0,0.26
rural,2,0.03,60,daylight,foggy,True,False,evening,True,True,1,0.28
urban,1,0.15,70,night,foggy,False,True,afternoon,False,True,1,0.56
urban,3,0.56,35,daylight,clear,True,False,afternoon,False,False,1,0.11
rural,2,0.16,45,night,foggy,True,False,evening,False,False,1,0.34
urban,2,0.74,35,night,rainy,False,True,evening,True,False,1,0.57
rural,2,0.04,60,daylight,clear,True,False,afternoon,False,True,1,0.19
urban,1,0.26,60,night,foggy,False,False,evening,False,True,3,0.71
highway,4,0.7,45,dim,foggy,True,True,morning,False,False,2,0.32
highway,1,0.26,60,daylight,foggy,False,False,afternoon,True,False,1,0.46
rural,2,0.73,25,night,clear,False,True,afternoon,False,True,1,0.47
urban,1,1.0,70,daylight,clear,False,False,morning,False,False,2,0.59
urban,1,0.8,45,daylight,clear,False,False,evening,False,True,1,0.2
highway,2,0.34,45,night,rainy,True,True,morning,True,False,1,0.42
highway,1,0.9,35,dim,foggy,False,False,afternoon,True,False,3,0.5
rural,3,0.05,45,daylight,foggy,True,True,morning,False,False,2,0.06
highway,1,0.73,70,dim,rainy,True,False,evening,False,False,3,0.6
rural,1,0.02,25,dim,clear,True,True,evening,False,True,3,0.22
highway,4,0.17,35,night,clear,False,False,afternoon,True,True,2,0.29
highway,4,0.99,70,night,clear,False,True,afternoon,True,False,3,0.85
urban,2,0.36,45,daylight,rainy,False,False,morning,True,True,0,0.22
highway,2,0.82,60,night,foggy,False,False,evening,False,True,1,0.72
highway,4,0.38,60,daylight,rainy,True,True,morning,True,True,1,0.38
rural,3,0.84,70,daylight,foggy,False,False,afternoon,True,True,2,0.44
highway,1,0.97,25,dim,foggy,False,False,morning,True,False,3,0.39
rural,3,0.44,60,night,foggy,True,False,evening,False,True,1,0.65
highway,3,0.56,70,night,rainy,True,True,afternoon,True,False,1,0.77
highway,4,0.63,35,daylight,clear,False,False,morning,False,False,2,0.1
rural,2,0.93,45,dim,clear,True,False,morning,False,True,2,0.28
urban,1,0.26,25,night,rainy,False,False,evening,True,False,5,0.44
rural,2,0.61,25,dim,foggy,False,True,evening,True,False,2,0.33
rural,3,0.32,35,dim,rainy,True,True,morning,False,False,1,0.1
rural,3,0.22,25,daylight,clear,False,True,evening,False,False,1,0.0
urban,2,0.08,70,night,rainy,True,False,afternoon,True,True,0,0.51
highway,2,0.62,25,night,foggy,True,False,morning,True,False,1,0.57
rural,4,0.88,25,night,clear,True,False,morning,False,True,1,0.39
rural,2,0.35,25,dim,foggy,False,True,afternoon,True,True,1,0.2
urban,2,0.55,70,night,rainy,False,True,evening,False,False,1,0.63
rural,4,0.64,45,daylight,foggy,False,False,afternoon,False,False,2,0.23
highway,2,0.41,60,dim,rainy,True,True,afternoon,False,True,1,0.43
urban,3,0.9,25,night,clear,False,False,morning,True,True,0,0.47
highway,2,0.36,35,dim,clear,False,True,afternoon,True,False,3,0.08
highway,1,0.13,35,dim,clear,True,True,evening,False,True,2,0.0
urban,3,0.14,70,dim,foggy,True,False,morning,False,False,1,0.27
rural,4,0.89,45,daylight,rainy,True,False,evening,True,True,1,0.32
highway,3,0.99,25,night,rainy,False,False,afternoon,False,True,1,0.54
highway,4,0.29,70,night,rainy,True,True,afternoon,False,False,0,0.67
highway,1,0.14,60,dim,foggy,True,True,evening,False,True,0,0.31
highway,1,0.48,45,night,rainy,True,True,morning,False,True,2,0.4
urban,3,0.71,45,dim,clear,False,True,afternoon,True,True,2,0.3
urban,2,0.61,70,dim,rainy,False,True,afternoon,False,False,1,0.45
highway,3,0.95,35,dim,foggy,True,True,afternoon,True,False,0,0.39
rural,3,0.82,45,daylight,clear,True,False,morning,True,True,0,0.23
highway,1,0.87,35,night,clear,False,True,morning,False,True,1,0.54
rural,4,0.54,45,dim,foggy,False,True,afternoon,False,True,0,0.25
highway,3,0.33,45,night,clear,False,True,morning,True,False,0,0.26
rural,2,0.7,45,daylight,rainy,True,True,evening,True,True,2,0.28
highway,1,0.44,60,daylight,foggy,False,True,afternoon,False,False,1,0.45
rural,3,0.29,35,dim,rainy,True,False,evening,False,True,3,0.32
highway,3,0.15,60,daylight,foggy,False,True,morning,False,False,1,0.39
highway,2,0.53,35,daylight,foggy,False,False,morning,False,False,1,0.23
rural,3,0.59,60,daylight,foggy,True,False,evening,True,False,2,0.42
urban,3,0.57,60,daylight,rainy,False,True,morning,True,True,0,0.46
rural,3,0.12,60,daylight,foggy,True,True,afternoon,True,False,4,0.46
urban,3,0.57,70,daylight,clear,False,False,evening,False,True,1,0.44
highway,2,0.17,60,night,rainy,True,True,evening,True,True,0,0.54
rural,3,0.66,45,daylight,foggy,False,True,afternoon,True,True,2,0.35
rural,3,0.43,25,night,foggy,True,True,morning,False,True,0,0.37
rural,3,0.85,60,dim,rainy,True,True,evening,True,False,0,0.55
urban,1,0.78,25,daylight,clear,True,True,evening,True,False,3,0.26
urban,2,0.72,25,daylight,clear,True,False,afternoon,False,False,1,0.2
highway,1,0.7,45,night,foggy,True,False,morning,True,False,1,0.57
urban,1,0.56,25,daylight,foggy,True,False,evening,True,True,3,0.41
urban,2,0.06,25,night,clear,False,False,morning,False,False,1,0.17
highway,1,0.66,25,night,foggy,False,False,evening,False,False,2,0.47
rural,1,0.47,35,daylight,clear,True,True,morning,True,True,3,0.18
rural,1,0.47,60,dim,clear,True,True,evening,False,True,1,0.32
highway,2,0.38,60,dim,clear,False,True,morning,False,True,1,0.36
rural,3,0.93,25,dim,clear,True,False,morning,True,True,4,0.29
urban,4,0.25,45,night,foggy,False,True,evening,True,True,1,0.42
highway,4,0.32,35,night,rainy,False,True,morning,True,False,1,0.26
highway,2,0.96,45,daylight,rainy,True,False,morning,False,True,2,0.29
highway,4,0.81,45,night,clear,True,False,afternoon,True,False,2,0.33
rural,2,0.01,25,dim,foggy,True,False,afternoon,False,True,1,0.08
highway,2,0.91,70,daylight,rainy,True,True,afternoon,False,False,2,0.53
highway,4,0.23,25,dim,rainy,False,False,afternoon,False,True,1,0.23
highway,1,0.71,70,daylight,clear,False,False,morning,False,False,2,0.43
rural,3,0.55,35,dim,clear,True,False,evening,True,False,3,0.21
urban,4,0.54,70,daylight,foggy,True,True,evening,True,True,1,0.46
highway,4,0.72,25,dim,rainy,False,False,afternoon,False,True,2,0.29
urban,4,0.21,25,night,clear,True,False,evening,False,False,4,0.35
rural,4,0.16,45,dim,clear,False,False,evening,False,True,1,0.04
rural,2,0.65,25,daylight,foggy,True,False,morning,False,True,5,0.45
rural,2,0.29,25,dim,clear,False,False,morning,False,False,1,0.18
rural,3,0.97,60,night,clear,False,False,evening,True,False,3,0.84
urban,3,0.45,60,daylight,clear,False,True,morning,True,True,1,0.29
highway,4,0.11,45,night,clear,False,True,afternoon,False,False,1,0.22
rural,4,0.69,70,dim,clear,True,False,afternoon,True,False,2,0.38
rural,4,0.31,70,daylight,foggy,True,True,evening,False,True,1,0.3
urban,3,0.15,60,dim,clear,False,True,evening,True,True,1,0.25
urban,4,0.42,35,daylight,rainy,False,True,afternoon,True,True,0,0.26
rural,1,0.96,60,night,clear,False,False,evening,False,True,2,0.6
highway,3,0.41,35,night,clear,True,False,evening,True,True,2,0.28
highway,1,0.35,70,night,rainy,True,True,morning,True,True,0,0.56
rural,4,0.44,60,dim,rainy,True,True,morning,False,True,3,0.55
urban,2,0.01,25,daylight,clear,True,True,afternoon,True,True,1,0.03
rural,1,0.13,35,night,foggy,True,True,afternoon,False,True,2,0.43
